id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	1|1	1|2	1|3	1|4	1|5	1|6	1|7	1|8	2|1	2|2	2|3	2|4	2|5	2|6	2|7	2|8	3|1	3|2	3|3	3|4	3|5	3|6	3|7	3|8	4|1	4|2	4|3	4|4	4|5	4|6	4|7	4|8	5|1	5|2	5|3	5|4	5|5	5|6	5|7	5|8	6|1	6|2	6|3	6|4	6|5	6|6	6|7	6|8	7|1	7|2	7|3	7|4	7|5	7|6	7|7	7|8	8|1	8|2	8|3	8|4	8|5	8|6	8|7	8|8
CPI-SC032246C72	TGFB2_TGFbeta receptor2	simple:P61812	complex:TGFbeta receptor2	TGFB2		True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.053	0.071	0.066	0.023	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0E60FEE99	TGFB1_aVb6 complex	simple:P01137	complex:aVb6 complex	TGFB1		True	False	False	user_curated	True	0.0	0.452	0.453	0.508	0.457	0.0	0.0	0.0	0.0	0.28	0.281	0.335	0.284	0.0	0.0	0.0	0.0	0.337	0.338	0.392	0.341	0.0	0.0	0.0	0.0	0.143	0.144	0.199	0.147	0.0	0.0	0.0	0.0	0.079	0.08	0.135	0.083	0.0	0.0	0.0	0.0	0.178	0.179	0.234	0.183	0.0	0.0	0.0	0.0	0.046	0.047	0.102	0.051	0.0	0.0	0.0	0.0	0.302	0.303	0.357	0.306	0.0	0.0	0.0
CPI-SC0859FAC25	IFNE_Type I IFNR	simple:Q86WN2	complex:Type I IFNR	IFNE		True	False	True	user_curated	False	0.04	0.077	0.058	0.055	0.026	0.019	0.019	0.055	0.033	0.069	0.05	0.047	0.018	0.012	0.012	0.047	0.034	0.07	0.051	0.048	0.019	0.013	0.013	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC09E5431A2	IFNG_Type II IFNR	simple:P01579	complex:Type II IFNR	IFNG		True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.125	0.101	0.08	0.044	0.023	0.084	0.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC067AD890A	VTN_aVb1 complex	simple:P04004	complex:aVb1 complex	VTN		True	False	False	user_curated	True	0.304	0.115	0.458	0.139	0.164	0.068	0.077	0.096	1.504	1.316	1.658	1.339	1.365	1.268	1.278	1.296	0.402	0.213	0.556	0.237	0.262	0.166	0.176	0.194	0.496	0.308	0.65	0.331	0.357	0.26	0.27	0.288	0.276	0.088	0.43	0.111	0.136	0.04	0.05	0.068	0.561	0.372	0.715	0.396	0.421	0.325	0.334	0.353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.392	2.204	2.546	2.227	2.253	2.157	2.166	2.184
CPI-SS0755A26DD	FGF1_FGFR1	simple:P05230	simple:P11362	FGF1	FGFR1	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.188	0.355	0.078	0.133	0.038	0.211	0.425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01F67987A	FGF2_FGFR1	simple:P09038	simple:P11362	FGF2	FGFR1	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.165	0.193	0.359	0.082	0.138	0.042	0.216	0.43
CPI-SS05A94DE17	FGF2_FGFR2	simple:P09038	simple:P21802	FGF2	FGFR2	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.046	0.0	0.0	0.0	0.018
CPI-SS008FB916C	FGF2_FGFR4	simple:P09038	simple:P22455	FGF2	FGFR4	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.144	0.069	0.053	0.031	0.075	0.035	0.175
CPI-SS0D636A374	FGF2_FGFR3	simple:P09038	simple:P22607	FGF2	FGFR3	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.042	0.064	0.031	0.0	0.025	0.0	0.088
CPI-SC0E3784FFB	LAMC1_a2b1 complex	simple:P11047	complex:a2b1 complex	LAMC1		True	False	False	user_curated	True	0.035	0.092	0.0	0.11	0.0	0.0	0.0	0.109	0.048	0.105	0.0	0.124	0.0	0.0	0.0	0.122	0.065	0.122	0.0	0.141	0.0	0.0	0.0	0.139	0.02	0.077	0.0	0.096	0.0	0.0	0.0	0.094	0.013	0.07	0.0	0.088	0.0	0.0	0.0	0.087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.071	0.0	0.09	0.0	0.0	0.0	0.088	0.076	0.133	0.0	0.151	0.0	0.0	0.0	0.149
CPI-SC0EEF3A379	LAMC1_a6b1 complex	simple:P11047	complex:a6b1 complex	LAMC1		True	False	False	user_curated	True	0.323	0.283	0.666	0.309	0.295	0.105	0.116	0.372	0.336	0.296	0.68	0.322	0.308	0.118	0.129	0.385	0.353	0.313	0.697	0.339	0.325	0.135	0.146	0.402	0.308	0.268	0.651	0.294	0.28	0.09	0.101	0.357	0.301	0.261	0.644	0.287	0.273	0.083	0.094	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.302	0.262	0.645	0.288	0.274	0.084	0.095	0.351	0.363	0.323	0.707	0.35	0.335	0.145	0.156	0.412
CPI-SC0A2FE9693	LAMC1_a7b1 complex	simple:P11047	complex:a7b1 complex	LAMC1		True	False	False	user_curated	True	0.0	0.033	0.0	0.037	0.037	0.0	0.038	0.0	0.0	0.046	0.0	0.05	0.05	0.0	0.051	0.0	0.0	0.063	0.0	0.067	0.067	0.0	0.068	0.0	0.0	0.018	0.0	0.022	0.022	0.0	0.023	0.0	0.0	0.011	0.0	0.015	0.015	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.016	0.016	0.0	0.017	0.0	0.0	0.073	0.0	0.078	0.078	0.0	0.079	0.0
CPI-SS09808DEAE	CD74_APP	simple:P04233	simple:P05067	CD74	APP	False	True	False	user_curated	False	1.358	1.3	2.06	1.161	1.201	0.748	0.909	1.608	1.104	1.046	1.806	0.907	0.948	0.494	0.655	1.354	1.43	1.372	2.132	1.234	1.274	0.82	0.982	1.68	3.064	3.006	3.767	2.868	2.908	2.454	2.616	3.314	1.361	1.303	2.063	1.164	1.205	0.751	0.912	1.611	1.16	1.102	1.862	0.963	1.004	0.55	0.711	1.41	0.802	0.744	1.504	0.605	0.646	0.192	0.353	1.052	1.013	0.955	1.715	0.816	0.857	0.403	0.564	1.263
CPI-SS09C4FCB90	ICAM1_SPN	simple:P05362	simple:P16150	ICAM1	SPN	False	True	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.023	0.011	0.0	0.0	0.0	0.0	0.0	0.037	0.051	0.038	0.0	0.0	0.0	0.0	0.0	0.098	0.112	0.1	0.0	0.0	0.0	0.0	0.0	0.056	0.069	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E9A581F8	ICAM1_ITGAL	simple:P05362	simple:P20701	ICAM1	ITGAL	False	True	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.016	0.0	0.0	0.0	0.0	0.0	0.015	0.04	0.044	0.0	0.0	0.0	0.0	0.0	0.043	0.101	0.105	0.0	0.0	0.0	0.0	0.0	0.104	0.058	0.063	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0F4AC5AA2	ICAM1_aLb2 complex	simple:P05362	complex:aLb2 complex	ICAM1		False	True	False	user_curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0B6D68FD5	ICAM1_aMb2 complex	simple:P05362	complex:aMb2 complex	ICAM1		False	True	False	user_curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0F9DD28F3	JAM3_aMb2 complex	simple:Q9BX67	complex:aMb2 complex	JAM3		True	False	False	user_curated	True	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0A9458008	ICAM1_aXb2 complex	simple:P05362	complex:aXb2 complex	ICAM1		False	True	False	user_curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F9D53834	JAM3_JAM3	simple:Q9BX67	simple:Q9BX67	JAM3	JAM3	True	False	False	user_curated	False	0.14	0.182	0.262	0.129	0.138	0.095	0.182	0.219	0.182	0.224	0.304	0.171	0.18	0.137	0.224	0.261	0.262	0.304	0.385	0.251	0.26	0.217	0.304	0.341	0.129	0.171	0.251	0.118	0.127	0.084	0.171	0.208	0.138	0.18	0.26	0.127	0.136	0.093	0.18	0.217	0.095	0.137	0.217	0.084	0.093	0.05	0.137	0.174	0.182	0.224	0.304	0.171	0.18	0.137	0.224	0.261	0.219	0.261	0.341	0.208	0.217	0.174	0.261	0.298
CPI-SS087B53ABF	JAM2_JAM3	simple:P57087	simple:Q9BX67	JAM2	JAM3	True	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.121	0.201	0.068	0.077	0.034	0.121	0.158
CPI-SS0B01CF3AB	CSF1R_CSF1	simple:P07333	simple:P09603	CSF1R	CSF1	True	True	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.011	0.017	0.012	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08376F0E6	CSF3_CSF3R	simple:P09919	simple:Q99062	CSF3	CSF3R	True	False	True	user_curated	False	0.013	0.0	0.0	0.0	0.0	0.019	0.0	0.02	0.006	0.0	0.0	0.0	0.0	0.012	0.0	0.012	0.007	0.0	0.0	0.0	0.0	0.013	0.0	0.013	0.032	0.0	0.0	0.0	0.0	0.038	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02D7A1DDE	KIT_KITLG	simple:P10721	simple:P21583	KIT	KITLG	True	True	False	user_curated	False	0.011	0.199	0.017	0.148	0.023	0.016	0.0	0.184	0.006	0.194	0.012	0.143	0.018	0.012	0.0	0.179	0.007	0.195	0.013	0.144	0.019	0.013	0.0	0.18	0.017	0.205	0.023	0.154	0.03	0.023	0.0	0.19	0.01	0.198	0.016	0.147	0.023	0.016	0.0	0.183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.208	0.026	0.157	0.032	0.026	0.0	0.193	0.011	0.2	0.017	0.148	0.024	0.017	0.0	0.184
CPI-SS039799099	FGFR1_NCAM1	simple:P11362	simple:P13591	FGFR1	NCAM1	True	True	True	user_curated	False	0.331	0.33	0.455	0.215	0.307	0.173	0.234	0.366	0.359	0.359	0.483	0.243	0.336	0.201	0.262	0.395	0.525	0.525	0.65	0.409	0.502	0.367	0.428	0.561	0.248	0.248	0.373	0.132	0.225	0.09	0.151	0.284	0.304	0.303	0.428	0.188	0.28	0.145	0.206	0.339	0.208	0.208	0.332	0.092	0.185	0.05	0.111	0.244	0.382	0.381	0.506	0.266	0.358	0.224	0.284	0.417	0.596	0.595	0.72	0.48	0.573	0.438	0.499	0.632
CPI-SS01A07768A	CD46_JAG1	simple:P15529	simple:P78504	CD46	JAG1	False	True	False	user_curated	False	1.113	1.067	1.25	1.113	1.069	1.062	1.14	1.063	0.816	0.77	0.953	0.815	0.772	0.765	0.843	0.765	1.363	1.317	1.5	1.362	1.319	1.312	1.39	1.312	0.691	0.646	0.829	0.691	0.648	0.641	0.719	0.641	0.514	0.468	0.651	0.513	0.47	0.463	0.541	0.463	0.134	0.088	0.272	0.134	0.09	0.083	0.161	0.084	0.438	0.392	0.576	0.438	0.394	0.388	0.466	0.388	1.059	1.013	1.197	1.059	1.015	1.008	1.086	1.009
CPI-SS0B87FE6E0	NOTCH1_JAG1	simple:P46531	simple:P78504	NOTCH1	JAG1	False	True	False	user_curated	False	0.07	0.024	0.207	0.07	0.026	0.019	0.097	0.02	0.076	0.03	0.213	0.075	0.032	0.025	0.103	0.025	0.149	0.103	0.286	0.149	0.105	0.098	0.176	0.099	0.066	0.021	0.204	0.066	0.023	0.016	0.094	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.048	0.231	0.093	0.05	0.043	0.121	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS012B7C21D	NOTCH1_DLL4	simple:P46531	simple:Q9NR61	NOTCH1	DLL4	False	True	False	user_curated	False	0.013	0.07	0.058	0.025	0.041	0.0	0.037	0.02	0.019	0.076	0.063	0.031	0.047	0.0	0.042	0.025	0.092	0.149	0.137	0.104	0.12	0.0	0.116	0.099	0.01	0.067	0.054	0.022	0.038	0.0	0.033	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.094	0.081	0.049	0.065	0.0	0.06	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS027CDEA08	NOTCH2_DLL4	simple:Q04721	simple:Q9NR61	NOTCH2	DLL4	False	True	False	user_curated	False	0.005	0.062	0.05	0.017	0.033	0.0	0.029	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.081	0.069	0.037	0.052	0.0	0.048	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00D153A8A	NOTCH4_DLL4	simple:Q99466	simple:Q9NR61	NOTCH4	DLL4	False	True	False	user_curated	False	0.043	0.1	0.087	0.055	0.071	0.0	0.066	0.049	0.016	0.072	0.06	0.028	0.043	0.0	0.039	0.022	0.028	0.085	0.073	0.04	0.056	0.0	0.052	0.034	0.032	0.089	0.076	0.044	0.06	0.0	0.055	0.038	0.01	0.067	0.055	0.022	0.038	0.0	0.033	0.016	0.019	0.076	0.064	0.031	0.047	0.0	0.043	0.025	0.011	0.068	0.056	0.023	0.039	0.0	0.034	0.017	0.047	0.103	0.091	0.059	0.074	0.0	0.07	0.053
CPI-SS08C3D27F7	NOTCH1_JAG2	simple:P46531	simple:Q9Y219	NOTCH1	JAG2	False	True	False	user_curated	False	0.046	0.037	0.122	0.04	0.018	0.044	0.019	0.02	0.051	0.043	0.128	0.046	0.024	0.05	0.025	0.025	0.125	0.116	0.201	0.119	0.097	0.123	0.098	0.099	0.042	0.034	0.118	0.037	0.015	0.041	0.016	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.061	0.146	0.064	0.042	0.068	0.043	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02770D68F	NOTCH2_JAG2	simple:Q04721	simple:Q9Y219	NOTCH2	JAG2	False	True	False	user_curated	False	0.038	0.029	0.114	0.032	0.01	0.036	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.048	0.133	0.051	0.03	0.055	0.031	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05FEE05CB	NOTCH4_JAG2	simple:Q99466	simple:Q9Y219	NOTCH4	JAG2	False	True	False	user_curated	False	0.075	0.067	0.151	0.07	0.048	0.074	0.049	0.049	0.048	0.039	0.124	0.043	0.021	0.046	0.022	0.022	0.061	0.052	0.137	0.055	0.033	0.059	0.034	0.034	0.064	0.056	0.141	0.059	0.037	0.063	0.038	0.038	0.043	0.034	0.119	0.037	0.015	0.041	0.016	0.016	0.052	0.043	0.128	0.046	0.024	0.05	0.025	0.025	0.044	0.035	0.12	0.038	0.016	0.042	0.017	0.017	0.079	0.07	0.155	0.073	0.051	0.077	0.052	0.053
CPI-SS0C4D54E39	NOTCH3_JAG2	simple:Q9UM47	simple:Q9Y219	NOTCH3	JAG2	False	True	False	user_curated	False	0.038	0.029	0.114	0.032	0.01	0.036	0.011	0.011	0.042	0.033	0.118	0.036	0.014	0.04	0.015	0.015	0.039	0.031	0.115	0.034	0.012	0.038	0.013	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.035	0.12	0.038	0.016	0.042	0.017	0.017	0.044	0.035	0.12	0.038	0.016	0.042	0.017	0.018
CPI-SS03CC15FF3	PDGFRA_PDGFC	simple:P16234	simple:Q9NRA1	PDGFRA	PDGFC	True	True	False	user_curated	False	0.0	0.0	0.0	0.025	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	BDNF	NTRK2	True	False	True	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.016	0.0	0.0	0.0	0.254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	MDK	PTPRZ1	True	False	False	user_curated	False	4.575	4.576	4.59	4.705	0.0	0.0	0.0	0.0	2.332	2.332	2.346	2.461	0.0	0.0	0.0	0.0	2.947	2.948	2.962	3.077	0.0	0.0	0.0	0.0	1.422	1.422	1.436	1.551	0.0	0.0	0.0	0.0	3.162	3.162	3.176	3.291	0.0	0.0	0.0	0.0	1.603	1.603	1.617	1.732	0.0	0.0	0.0	0.0	1.166	1.167	1.181	1.296	0.0	0.0	0.0	0.0	1.555	1.556	1.57	1.685	0.0	0.0	0.0	0.0
CPI-SS012AFC842	MDK_ALK	simple:P21741	simple:Q9UM73	MDK	ALK	True	False	True	user_curated	False	0.0	0.0	4.577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.557	0.0	0.0	0.0	0.0	0.0
CPI-SS087BD262F	CXCR2_CXCL5	simple:P25025	simple:P42830	CXCR2	CXCL5	True	True	False	user_curated	False	0.008	0.013	0.02	0.032	0.0	0.0	0.0	0.0	0.015	0.02	0.027	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D4BF6CA3	CD27_CD70	simple:P26842	simple:P32970	CD27	CD70	True	True	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03EACE0E0	MST1_MST1R	simple:P26927	simple:Q04912	MST1	MST1R	True	False	True	user_curated	False	0.161	0.173	0.2	0.191	0.156	0.119	0.119	0.163	0.186	0.197	0.225	0.216	0.18	0.143	0.143	0.188	0.149	0.161	0.188	0.179	0.144	0.107	0.107	0.151	0.132	0.143	0.171	0.162	0.126	0.089	0.09	0.134	0.097	0.108	0.135	0.126	0.091	0.054	0.054	0.098	0.084	0.096	0.123	0.114	0.079	0.042	0.042	0.086	0.086	0.097	0.124	0.115	0.08	0.043	0.043	0.087	0.288	0.299	0.327	0.318	0.282	0.245	0.245	0.289
